"","Animal","timestamp"
"1","121207",2013-05-07 12:16:26
"2","121210",2013-04-30 02:01:51
"3","123224",2013-05-23 01:23:55
"4","131130",2016-04-27 00:53:21
"5","123236",2013-03-16 05:35:06
"6","123232",2013-04-25 05:09:21
"7","112699",2012-06-15 03:28:15
"8","131127",2016-07-15 00:02:46
"9","121208",2013-02-12 00:51:28
"10","131136",2016-06-30 00:18:11
"11","131132",2016-05-09 03:57:47
"12","131133",2016-07-05 13:26:44
